record_id,Date,Line items,Order Total,Order Shipping,Total,Payment Method Title,Stripe Fee,Modified Date,Status,Password,Billing Address 2,Billing Country,Billing First Name,Billing Last Name,Paid Date,Shipping City,Shipping Country,Stripe Charge Captured,Subtotal,Order number,Order note,Shipping Method Title,Order notes,Weglot Language, Shipping Method Title
12300,2023-07-02 09:19:00,Product: Aura Drijen - 700ml (#3859892613556) X 1 = €23.23. Product: - Volume: 700ml. Product: Aura Divlje Voće - 700ml (#3859892613549) X 1 = €23.23. Product: - Volume: 700ml. Product: Karbun Dry Gin Aura - 750ml X 1 = €41.14. Product: - Volume: 750ml. Product: Aura Teranino 6x Pack X 1 = €123.00. Product: Aura Teranino - 700ml (#38859892613365) X 3 = €63.00. Product: - Volume: 700ml. ,304.27,30.67,304.27,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt=""""> PayPal  ",,2023-07-08 10:07:36,wc-completed,V3*zUacQ@p,Apt. 091,NL,Jonathan,Obrien,2023-07-02 09:19:03,Buchten,NL,0,273.6,12300,Under traditional three question box.,Europe 2,Heavy opportunity along fall.,en,
12298,2023-06-29 21:49:37,Product: Aura Biska Brandy - 700ml X 6 = €139.38. Product: - Volume: 700ml. ,168.45,29.07,168.45,Stripe Safe Card,2.78,2023-07-07 21:54:46,wc-completed,p$hf7cTpSO,Apt. 032,IT,Angela,Mills,2023-06-29 21:49:42,SCARPERIA E SAN PIERO,IT,yes,139.38,12298,Home total factor what.,Europe 2,Type across education travel action machine.,en,
12297,2023-06-25 14:24:23,Product: Aura Divlje Voće - 700ml (#3859892613549) X 2 = €46.46. Product: - Volume: 700ml. ,67.26,20.8,67.26,Stripe Safe Card,1.26,2023-06-30 11:57:31,wc-completed,*WFf(Ztka6,Apt. 089,DE,Ryan,Hawkins,2023-06-25 14:24:27,Schwieberdingen,DE,yes,46.46,12297,Store talk size follow sign.,Europe 1,Into follow seek successful memory maintain.,de,
12294,2023-06-16 09:20:42,"Product: Ante Sladić Debit Wine 0,75L X 18 = €207.90. Product: Galić Chardonnay Wine 0,75L X 12 = €207.00. ",414.9,,414.9,Stripe Safe Card,6.47,2023-06-26 18:14:46,wc-completed,!B^4VhMl1#,Suite 509,CZ,Austin,Cowan,2023-06-16 09:23:17,18200,CZ,yes,414.9,12294,Possible under nature show sense voice.,Free shipping,Couple senior without well.,en,
12293,2023-06-10 14:33:43,Product: Aura Teranino - 700ml (#38859892613365) X 2 = €42.00. Product: - Volume: 700ml. ,45.2,3.2,45.2,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2023-06-13 19:52:52,wc-completed,(FmEQjrV1+,Apt. 316,HR,Taylor,Cobb,2023-06-10 14:33:47,Kastav,HR,0,42,12293,Child piece buy our another.,Croatia,Quality exist bag onto both family leader.,hr,
12290,2023-06-04 12:10:44,Product: Olive Oil Cerneka Istarska Bjelica extra virgin - 500ml X 3 = €63.72. Product: - Volume: 500ml. Product: Olive Oil Cerneka Leccino - 500ml X 2 = €42.48. Product: - Volume: 500ml. ,127,20.8,127,"Direct bank transfer <img src=""https://witrina.eu/wp-content/uploads/2022/08/bank-transfer.svg"" class=""attachment-large size-large"" alt="""" />",,2023-06-14 10:27:35,wc-completed,_KZqizfCl3,Suite 235,DE,Timothy,Michael,2023-06-14 10:27:35,Pulheim,DE,0,106.2,12290,Morning worker animal education contain than once.,Europe 1,Allow event finish now around seven.,de,
12258,2023-06-02 19:20:08,Product: Karbun Navy Strength Gin Aura X 8 = €384.00. ,384,,384,Bancontact (via PayPal),,2023-06-14 10:27:45,wc-completed,c&5tCfTpQQ,Suite 888,BE,Carlos,Sherman,2023-06-02 19:20:11,Meldert (O.-Vl.),BE,0,384,12258,Step section score feel number friend people.,Free shipping,Four former job available authority.,en,
12255,2023-05-26 12:51:48,Product: Old Pilot's Gin X 1 = €48.00. Product: Aura Teranino - 500ml (#3859892613136) X 1 = €18.20. Product: - Volume: 500ml. ,118.47,52.27,118.47,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2023-05-31 11:08:17,wc-completed,okBsJGR1%(,Apt. 429,IT,Brian,Lee,2023-05-26 12:51:52,torino,IT,0,66.2,12255,Structure hotel none remain under bar.,Europe 2,Commercial low a total ground question everybody.,en,
12254,2023-05-23 16:51:13,"Product: Šoškić Pinot Noir Wine 0,75L X 4 = €48.80. ",75.6,26.8,75.6,Stripe Safe Card,1.38,2023-05-25 11:04:03,wc-completed,#6HAySt)F$,Apt. 081,NL,Martin,Johnston,2023-05-23 16:51:17,Noord-Holland,NL,yes,48.8,12254,Four though threat approach believe wish any.,Europe 2,Author you thing director bill.,en,
12252,2023-05-21 17:38:49,Product: Old Pilot's Gin X 1 = €48.00. Product: Old Pilot's Gin Barrel Aged X 1 = €82.95. ,157.75,26.8,157.75,Stripe Safe Card,5.38,2023-05-22 09:52:42,wc-completed,H$0(i^FwJD,Suite 193,IT,Micheal,Kelley,2023-05-21 17:38:52,Gromo,IT,yes,130.95,12252,Mention economic interest issue pretty.,Europe 2,Travel car position glass song middle what.,en,
12250,2023-05-17 16:02:10,"Product: Jagunic la Bulle Rose Wine 0,75L X 3 = €53.76. ",74.56,20.8,74.56,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2023-05-19 16:08:00,wc-completed,e7oKZOvn#B,Suite 385,DE,Nicholas,Rodriguez,2023-05-17 16:02:13,Saaldorf-Surheim,DE,0,53.76,12250,Property room into across focus message.,Europe 1,Address true her at song view.,de,
12246,2023-05-11 16:04:07,Product: Setti Monti Gin X 1 = €49.11. ,68.58,19.47,68.58,Stripe Safe Card,,2023-05-11 16:04:16,wc-failed,Yo%))5Pk+K,Apt. 217,AT,Amanda,Anderson,,Puch bei Weiz,AT,0,49.11,12246,Power drop against many now tax create.,Europe 1,Education fact know.,de,
12245,2023-05-09 18:46:33,"Product: Vicelić Dingač Wine 0,75L X 2 = €46.46. ",73.26,26.8,73.26,Stripe Safe Card,1.35,2023-05-16 12:11:31,wc-completed,Guo0N8Pgg*,Apt. 459,NL,Susan,Dickerson,2023-05-09 18:46:38,Eindhoven,NL,yes,46.46,12245,Rock dream moment sea young within.,Europe 2,Coach box federal until score impact trial.,en,
12244,2023-05-08 21:07:00,Product: Aura Teranino 12x Pack X 1 = €238.00. ,257.47,19.47,257.47,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2023-05-16 12:11:40,wc-completed,h&C2OQocCW,Suite 753,DE,Katherine,Jones,2023-05-08 21:07:03,Essen,DE,0,238,12244,Ago prepare glass he beyond.,Europe 1,Cost support suggest way from.,de,
12243,2023-05-05 20:56:35,"Product: Old Pilot's Gin X 1 = €48.00. Product: Agramero Gin Wine 0,75L X 1 = €41.14. Product: Saint Hills Nevina Wine 0,75L X 1 = €16.59. Product: Trdenić Pinot Gris Founders Reserva Wine X 1 = €15.93. Product: Ivančić Griffin Single Vineyard Wine 0,75L X 1 = €13.14. ",177.33,42.53,177.33,Stripe Safe Card,2.91,2023-05-15 16:59:48,wc-completed,)M6&L_nZFq,Suite 283,RO,John,White,2023-05-05 20:57:32,sector 2,RO,yes,134.8,12243,Daughter represent go affect entire might safe.,Europe 3,Run sign wonder.,en,
12242,2023-04-28 19:48:02,Product: Old Pilot's Gin X 1 = €48.00. Product: Aura Teranino - 500ml (#3859892613136) X 1 = €18.20. Product: - Volume: 500ml. Product: Old Pilots London Dry Gin Gift Pack X 1 = €114.14. ,207.14,26.8,207.14,Bancontact (via PayPal),,2023-05-03 11:00:01,wc-completed,16^N$%Wp)v,Apt. 442,BE,Angela,Martin,2023-04-28 19:48:06,Brussels,BE,0,180.34,12242,Main reach able draw quickly sort imagine.,Europe 2,Wait head rest avoid run will possible hospital.,en,
12225,2023-04-27 22:16:49,Product: test X 1 = €1.00. ,1,,1,Stripe Safe Card,0.27,2023-04-29 15:19:34,wc-completed,+YJWPqr8Z3,Suite 528,HR,Bruce,Jackson,2023-04-27 22:17:00,,,yes,1,12225,Sit military from soon camera sound.,,Great candidate audience.,en,
12211,2023-04-26 22:23:02,Product: Aura Teranino - 700ml (#38859892613365) X 4 = €84.00. Product: - Volume: 700ml. ,97.2,13.2,97.2,"Direct bank transfer <img src=""https://witrina.eu/wp-content/uploads/2022/08/bank-transfer.svg"" class=""attachment-large size-large"" alt="""" />",,2023-08-28 12:06:36,wc-cancelled,_X8dZYgpe2,Suite 562,SI,Anita,Marshall,,Brezovica,SI,0,84,12211,Career few eat affect last reflect.,Slovenia,From smile onto medical investment low.,en,
12207,2023-04-12 19:43:13,Product: Aura Teranino - 700ml (#38859892613365) X 3 = €63.00. Product: - Volume: 700ml. ,89.8,26.8,89.8,Credit or debit cards (via PayPal),,2023-04-12 19:45:29,wc-failed,I8r%8*RzI(,Apt. 744,FR,Miguel,Mccarthy,,Voreppe,FR,0,63,12207,Health that value whom.,Europe 2,Can activity produce especially.,en,
12169,2023-04-03 08:09:23,"Product: Jakopić Pušipel Wine 0,75L X 2 = €25.48. ",52.28,26.8,52.28,Stripe Safe Card,0.98,2023-04-03 18:14:27,wc-completed,)O7Zw2^rR^,Apt. 456,SE,Linda,Johnson,2023-04-03 08:09:27,Göteborg,SE,yes,25.48,12169,Fine agent positive possible.,Europe 2,Fact yard stand official.,en,
12099,2023-03-26 23:44:04,Product: 24 Carob Gold Gin Vislander X 4 = €74.32. ,104.19,29.87,104.19,Stripe Safe Card,2.85,2023-03-31 09:12:48,wc-completed,+28mSXLt*q,Suite 333,RS,Ronald,Carson,2023-03-26 23:44:08,Ruma,RS,yes,74.32,12099,Pick crime opportunity there every appear.,Serbia,Success discussion born sort shoulder court government.,en,
12090,2023-03-24 20:19:20,Product: 24 Carob Gold Gin Vislander X 4 = €74.32. ,104.19,29.87,104.19,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2023-03-24 20:19:20,wc-failed,GcRo^9WvKd,Apt. 988,RS,John,Caldwell,,Ruma,RS,0,74.32,12090,Early debate kitchen though center identify set.,Serbia,Often edge own area mother large.,en,
12084,2023-03-22 12:36:27,Product: Aura Teranino - 700ml (#38859892613365) X 1 = €21.00. Product: - Volume: 700ml. ,24.2,3.2,24.2,Stripe Safe Card,0.59,2023-04-03 18:14:18,wc-completed,_hqNyB%A$3,Suite 380,HR,Tyler,Jensen,2023-03-22 12:36:32,Metkovic,HR,yes,21,12084,He clearly tree pattern when traditional defense.,Croatia,Yard kitchen chance whole end.,hr,
12083,2023-03-20 19:09:11,Product: Zigante Truffle Spice Black X 3 = €55.74. ,105.47,49.73,105.47,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2023-03-25 18:29:46,wc-completed,Z89^JrTj!W,Apt. 405,CH,Christian,Austin,2023-03-20 19:09:14,Fehraltorf,CH,0,55.74,12083,Make ability score science through exist stay.,Switzerland,Around heavy project college.,de,
12079,2023-03-18 19:56:50,Product: Olive Oil Chiavalon Organic - 250ml X 1 = €13.01. Product: - Volume: 250ml. ,16.21,3.2,16.21,Stripe Safe Card,0.48,2023-03-25 18:30:07,wc-completed,6YLnn7)1+4,Apt. 953,HR,Courtney,King,2023-03-18 19:56:54,Zagreb,HR,yes,13.01,12079,Former perform must computer return rather.,Croatia,Indicate pull space final sea walk.,hr,
12078,2023-03-18 19:26:20,Product: Old Pilot's Gin X 1 = €48.00. ,73.47,25.47,73.47,Stripe Safe Card,1.28,2023-03-25 18:30:23,wc-completed,A_9%4Mqk_z,Suite 906,ES,Rose,Gonzalez,2023-03-18 19:26:25,Alhaurín de la Torre,ES,yes,48,12078,Three energy live bit author.,Europe 2,Magazine respond hard cut natural.,en,
12077,2023-03-17 20:57:40,Product: Old Pilot's Gin X 1 = €48.00. ,73.47,25.47,73.47,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2023-03-25 18:30:43,wc-completed,KN@4xMv^C@,Suite 524,IT,Tom,Tucker,2023-03-17 20:57:44,Marco Di Rovereto,IT,0,48,12077,Hand boy firm theory throughout truth.,Europe 2,Computer crime I once minute.,en,
11964,2023-03-16 11:24:06,Product: Aura Teranino 12x Pack X 1 = €238.00. Product: Aura Teranino 6x Pack X 1 = €123.00. ,361,,361,Stripe Safe Card,10.72,2023-03-16 14:17:40,wc-completed,*CP4tFltk2,Suite 571,HR,Lisa,Thompson,2023-03-16 11:24:11,Zadar,HR,yes,361,11964,Work bed talk send.,Free shipping,Everyone century reduce stand station phone herself.,en,
11587,2023-03-03 17:56:53,"Product: Šoškić Pinot Noir Wine 0,75L X 2 = €24.40. Product: Deklić Rose Wine 0,75L X 1 = €10.35. Product: Jakovac Rose Wine 0,75L X 2 = €20.70. Product: Vislander Plavac Milna Grand Cru Wine 0,75L X 2 = €45.12. Product: Vicelić Plavac Mali Wine 0,75L X 1 = €10.09. Product: Vicelić Dingač Wine 0,75L X 3 = €69.69. Product: Saint Hills Nevina Wine 0,75L X 1 = €16.59. ",227.61,30.67,227.61,Stripe Safe Card,3.44,2023-03-25 18:39:46,wc-completed,9UW7icEdk^,Apt. 521,PL,Adam,Schaefer,2023-03-03 17:56:57,Warszawa,PL,yes,196.94,11587,Apply number hundred administration.,Europe 2,Expect four around.,en,
11586,2023-03-03 17:43:59,"Product: Vislander Plavac Milna Grand Cru Wine 0,75L X 2 = €45.12. Product: Vicelić Plavac Mali Wine 0,75L X 1 = €10.09. Product: Šoškić Pinot Noir Wine 0,75L X 2 = €24.40. Product: Saint Hills Nevina Wine 0,75L X 2 = €33.18. Product: Vicelić Dingač Wine 0,75L X 3 = €69.69. Product: Deklić Rose Wine 0,75L X 1 = €10.35. Product: Jakovac Rose Wine 0,75L X 1 = €10.35. ",233.85,30.67,233.85,"Direct bank transfer <img src=""https://witrina.eu/wp-content/uploads/2022/08/bank-transfer.svg"" class=""attachment-large size-large"" alt="""" />",,2023-08-28 12:06:53,wc-completed,cK2A5vZ0!F,Suite 033,PL,James,Davis,2023-08-28 12:06:53,Warszawa,PL,0,203.18,11586,Art offer five although.,Europe 2,Apply series represent contain certain.,en,
11585,2023-03-01 22:18:08,Product: Cimitar Forto Strongest Hot Sauce X 3 = €38.61. ,58.08,19.47,58.08,Stripe Safe Card,1.06,2023-03-09 13:47:31,wc-completed,%r+m2qLlrj,Apt. 318,DE,Maria,Robbins,2023-03-01 22:18:14,Karlsruhe,DE,yes,38.61,11585,Image across course machine.,Europe 1,Two cold enough.,de,
11584,2023-02-27 12:34:16,"Product: Jakovac Rose Wine 0,75L X 1 = €10.35. ",13.55,3.2,13.55,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2023-03-02 09:10:03,wc-completed,^THwjIIA%1,Apt. 061,HR,Taylor,Hart,2023-02-27 12:34:19,Zagreb,HR,0,10.35,11584,Nature our state billion here north in.,Croatia,Be again word recently carry upon.,hr,
11583,2023-02-27 01:54:31,Product: Aura Teranino - 700ml (#38859892613365) X 2 = €42.00. Product: - Volume: 700ml. ,61.47,19.47,61.47,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2023-03-02 09:09:59,wc-completed,@V7B+5Kv^f,Apt. 965,DE,Sally,Wilson,2023-02-27 01:54:34,Tambach-Dietharz,DE,0,42,11583,With area cup happy name cut easy two.,Europe 1,Middle create training message against sing.,de,
11582,2023-02-26 20:13:42,"Product: Fakin Malvazija Istarska Wine 0,75L X 7 = €88.27. ",111.34,23.07,111.34,Apple Pay (Stripe),1.81,2023-03-02 09:10:11,wc-completed,+5_WJj!h45,Suite 364,AT,Michael,Bell,2023-02-26 20:13:47,Steyr,AT,yes,88.27,11582,Store parent house side speech.,Europe 1,Prove team need major government technology note.,en,
11581,2023-02-26 15:42:39,"Product: Sauvignon Kamenice Korak Wine 0,75L X 24 = €235.68. ",241.68,6,241.68,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2023-03-23 14:40:11,wc-refunded,21)nIpa+#A,Suite 365,HR,Julie,Patterson,2023-02-26 15:42:43,Zaprešić,HR,0,235.68,11581,Long school stage trial someone.,Croatia,Best imagine she war across.,hr,
11580,2023-02-23 14:45:24,Product: Cidrani Apple Cider Original X 3 = €35.43. ,38.63,3.2,38.63,Stripe Safe Card,1.37,2023-02-28 11:50:27,wc-completed,&aJH15nrb4,Apt. 358,HR,Kristen,Beck,2023-02-23 14:45:29,Zadar,HR,yes,35.43,11580,Left develop purpose should test child.,Croatia,Area dream black say police staff affect test.,hr,
11578,2023-02-21 21:33:13,Product: Aura Teranino 6x Pack X 1 = €123.00. ,142.47,19.47,142.47,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2023-02-23 13:04:41,wc-completed,4nm#0#Fn*D,Apt. 527,CZ,Amanda,Clark,2023-02-21 21:33:16,Hladké Životice,CZ,0,123,11578,Society produce decide ability direction glass civil.,Europe 1,Something any night join best.,en,
11573,2023-02-07 21:19:13,Product: Curzola 1298 Aged Gin X 1 = €57.73. Product: Curzola 1298 Gin X 1 = €37.83. ,122.36,26.8,122.36,Stripe Safe Card,1.96,2023-02-22 18:47:32,wc-completed,u2BR)RjN)6,Apt. 511,FR,Jacob,Henson,2023-02-07 21:21:46,Rueil Malmaison,FR,yes,95.56,11573,Ready place trip employee get.,Europe 2,Woman crime six shake new.,en,
11569,2023-02-04 09:38:14,Product: Olive Oil Belić Vodnjanska Crnica - 500ml X 1 = €21.24. Product: - Volume: 500ml. Product: Šoltansko Organic Super variety Olive Oil - 250ml X 1 = €18.00. Product: - Volume: 250ml. ,42.44,3.2,42.44,Stripe Safe Card,0.84,2023-02-07 16:48:49,wc-completed,BwMEd)zi@7,Suite 026,HR,Joann,Hernandez,2023-02-04 09:38:19,Sisak,HR,yes,39.24,11569,Evidence low ago energy interview discover.,Croatia,Method fly it something man.,hr,
11567,2023-02-01 14:25:21,Product: Karbun Dry Gin Aura - 750ml X 3 = €123.42. Product: - Volume: 750ml. ,150.22,26.8,150.22,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2023-02-01 14:37:37,wc-completed,68J*ZNou$M,Suite 290,BE,David,Whitaker,2023-02-01 14:25:25,Mechelen,BE,0,123.42,11567,Eat enough bit go.,Europe 2,Remain short nothing of.,en,
11566,2023-01-31 16:34:09,Product: Trdenić Pinot Gris Founders Reserva Wine X 1 = €15.93. ,19.13,3.2,19.13,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2023-03-08 16:17:35,wc-completed,O0WX3$Zd(f,Suite 288,HR,Elizabeth,Ortiz,2023-01-31 16:34:12,Vinkovci,HR,0,15.93,11566,Friend himself company.,Croatia,Push drop public care effort.,hr,
11565,2023-01-30 23:05:41,Product: Teranino Truffell - 200ml X 1 = €14.66. Product: - Volume: 200ml. Product: Aura Teranino 12x Pack X 1 = €238.00. ,272.13,19.47,272.13,Stripe Safe Card,4.06,2023-02-01 15:14:11,wc-completed,DAiGNZhq@0,Suite 200,HU,Valerie,Russell,2023-01-30 23:06:38,Budapest,HU,yes,252.66,11565,Without trouble appear think.,Europe 1,Off prevent capital lose.,en,
11542,2023-01-25 16:39:46,Product: Wise Grus Loza X 1 = €43.66. Product: Wise Grus Loza Barrique X 1 = €44.59. ,113.72,25.47,113.72,Stripe Safe Card,,2023-01-25 16:40:04,wc-failed,_tP2Jidt+g,Suite 496,NL,Robert,Davies,,Leeuwarden,NL,0,88.25,11542,Could future window discuss affect measure.,Europe 2,Station nature build character television.,en,
11540,2023-01-24 16:01:34,"Product: Chiavalon Ex Albis - 500ml X 1 = €23.09. Product: - Volume: 500ml. Product: Olive Oil Chiavalon Organic - 250ml X 1 = €13.01. Product: - Volume: 250ml. Product: Oblica Organic Olive Oil Ante Sladic X 1 = €11.41. Product: Olive Oil Belić Selekcija - 250ml X 1 = €13.94. Product: - Volume: 250ml. Product: Olive Oil Belić Ascolana Tenera - 250ml X 1 = €13.94. Product: - Volume: 250ml. Product: Olive Oil Belić Vodnjanska Crnica - 250ml X 1 = €13.94. Product: - Volume: 250ml. Product: Olive Oil Kota Blend - 250ml X 1 = €12.21. Product: - Volume: 250ml. Product: Olive Oil Kota Lastovka - 250ml X 1 = €12.21. Product: - Volume: 250ml. Product: Olive Oil Istarska Bjelica Oio Vivo X 1 = €21.24. Product: Olive Oil Chiavalon Atilio - 250ml X 1 = €13.01. Product: - Volume: 250ml. Product: Olive Oil Belić Buža - 250ml X 1 = €13.94. Product: - Volume: 250ml. Product: Fakin Malvazija Istarska Wine 0,75L X 1 = €12.61. Product: Jakopić Pušipel Wine 0,75L X 1 = €12.74. Product: Ante Sladić Lasina Opol Wine 0,75L X 1 = €12.21. Product: Truffles Karlić and Champignons X 1 = €15.93. Product: Zigante Tartufata Truffle Blend X 1 = €13.27. Product: Tartufata White Truffles Karlić - 90g X 1 = €13.27. Product: - Volume: 90g. Product: Istrian Salami Chopped Pork Black Truffle Karlić X 1 = €8.00. Product: Zigante Istrian Dry Sausage with Black Truffles X 2 = €23.90. Product: Zigante Balsamico with White Truffles X 1 = €17.92. Product: Aura Teranino - 700ml (#38859892613365) X 1 = €21.00. Product: - Volume: 700ml. Product: Sheep Cheese With Truffles Karlić - 200g X 1 = €13.01. Product: - Volume: 200g. Product: Goat Cheese with Truffles Zigante X 1 = €21.24. ",391.97,44.93,391.97,Stripe Safe Card,5.74,2023-02-07 16:45:38,wc-completed,BCe6IMak(2,Suite 361,RO,Derrick,Charles,2023-01-25 16:47:23,Timisoara,RO,yes,347.04,11540,Against population particular.,Europe 3,Throw card dark.,en,
11492,2023-01-22 21:08:40,Product: Aura Medenica - 700ml (#3859892613457) X 1 = €23.23. Product: - Volume: 700ml. Product: Aura Šipak - 700ml X 1 = €23.23. Product: - Volume: 700ml. Product: Aura Orancello X 1 = €26.54. ,99.8,26.8,99.8,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2023-02-01 14:05:43,wc-completed,69@XIex+$U,Suite 323,FR,Cory,Bishop,2023-01-22 21:08:43,la fare les oliviers,FR,0,73,11492,Between sometimes budget water guy.,,When home reason dark left population.,en,Europe 2
11474,2023-01-22 11:23:54,Product: Aura Biska Brandy - 700ml X 3 = €69.69. Product: - Volume: 700ml. ,90.49,20.8,90.49,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2023-01-24 15:52:43,wc-completed,@fLw$CGGp1,Suite 857,DE,Michael,Peterson,2023-01-22 11:23:56,Augsburg,DE,0,69.69,11474,American act prove ago such among daughter no.,,Soldier wrong newspaper enjoy environmental.,de,Europe 1
11395,2023-01-18 18:18:33,"Product: Fakin Malvazija Istarska Wine 0,75L X 12 = €151.32. ",175.32,24,175.32,Stripe Safe Card,2.7,2023-01-24 15:54:48,wc-completed,2_e3oDgD&d,Suite 383,AT,Olivia,Riley,2023-01-18 18:18:38,Warth,AT,yes,151.32,11395,Wall here answer art.,,Garden senior as bed official image become when.,hr,Europe 1
11394,2023-01-16 21:29:58,Product: Aura Teranino 12x Pack X 1 = €232.20. ,257.67,25.47,257.67,Stripe Safe Card,,2023-01-16 21:33:45,wc-failed,wNI7Hgc+%7,Apt. 178,NL,Nicholas,Boyd,,Leeuwarden,NL,0,232.2,11394,Leg figure their deal prove compare glass.,,Experience first measure.,en,Europe 2
11077,2023-01-15 16:46:01,Product: Old Pilot's Gin Barrel Aged X 2 = €165.90. ,169.5,3.6,169.5,"Direct bank transfer <img src=""https://witrina.eu/wp-content/uploads/2022/08/bank-transfer.svg"" class=""attachment-large size-large"" alt="""" />",,2023-08-28 12:07:25,wc-cancelled,M(2NK)h6dk,Suite 016,HR,Ronald,Gutierrez,,Hruščica,HR,0,165.9,11077,Open case agree.,,Success tend red accept far watch.,hr,Croatia
11076,2023-01-14 13:29:20,Product: Old Pilot's Gin X 1 = €50.43. ,75.9,25.47,75.9,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2023-01-18 14:27:05,wc-completed,!RptARmU%4,Suite 043,LU,Lori,Marquez,2023-01-14 13:29:24,Mondercange,LU,0,50.43,11076,Either standard health decade.,,Key tough benefit its above current financial find.,de,Europe 2
11034,2023-01-11 15:53:13,Product: Aura Teranino 6x Pack X 1 = €119.00. ,144.47,25.47,144.47,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2023-01-13 16:32:33,wc-completed,4wsRjol@$i,Suite 076,NL,Teresa,Davis,2023-01-11 15:53:16,Haarlem,NL,0,119,11034,Business professor family institution idea usually kitchen.,,Child process light tend tonight own upon.,en,Europe 2
11018,2023-01-09 08:51:55,Product: Aura Teranino - 700ml (#38859892613365) X 2 = €46.70. Product: - Volume: 700ml. ,66.17,19.47,66.17,Stripe Safe Card,2.17,2023-01-13 16:26:03,wc-completed,_*9MUkei0@,Suite 501,HU,Derrick,Roberts,2023-01-09 08:52:00,kobleny,HU,yes,46.7,11018,Really foreign force street paper nature carry card.,,Road participant care plant western.,en,Europe 1
10938,2023-01-06 18:51:37,Product: Aura Teranino - 700ml (#38859892613365) X 1 = €21.90. Product: - Volume: 700ml. Product: Aura Biska Brandy - 700ml X 2 = €46.70. Product: - Volume: 700ml. Product: Aura Rogač - 700ml X 1 = €23.35. Product: - Volume: 700ml. ,112.75,20.8,112.75,Stripe Safe Card,1.83,2023-01-13 16:24:12,wc-completed,sLF3_wN0&6,Suite 409,DE,Jonathan,French,2023-01-06 18:51:42,Altbach,DE,yes,91.95,10938,Miss order number.,,Describe move wide.,de,Europe 1
10936,2023-01-06 09:19:52,Product: Old Pilot's Gin Barrel Aged X 1 = €82.00. Product: Aura Divlja Jabuka - 700ml X 1 = €23.35. Product: - Volume: 700ml. ,132.15,26.8,132.15,Stripe Safe Card,,2023-01-06 10:49:47,wc-cancelled,^#d8wJ0qp1,Suite 743,NL,Jessica,Ramirez,,Almere,NL,0,105.35,10936,Turn create culture their create while.,,Guess share rise up physical.,en,Europe 2
10934,2023-01-04 17:48:25,"Product: Karbun Navy Strength Gin Aura X 1 = €48.00. Product: Agramero Gin Wine 0,75L X 1 = €34.66. ",103.46,20.8,103.46,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2023-01-09 12:49:33,wc-completed,^aM)4wSa$f,Suite 588,DE,Dwayne,Reynolds,2023-01-04 17:48:27,Elmshorn,DE,0,82.66,10934,Their sister guy item Congress.,,Information matter east baby.,de,Europe 1
